## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.type,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
tv23516,How to create a page based on a editable template,Experience Manager,How to create a page based on an editable template.,/www/img/thumb/tv23516.png,,https://video.tv.adobe.com/v/23516/?quality=9,,,Video,,,,,,,,,,
tv23518,How to integrate Style into the editable template,Experience Manager,How to integrate style into a editable template.,/www/img/thumb/tv23518.png,,https://video.tv.adobe.com/v/23518/?quality=9,,,Video,,,,,,,,,,
tv23514,How to setup the editable template layout,Experience Manager,"How to set up the layout for the editable template, including policies, header and footers.",/www/img/thumb/tv23514.png,,https://video.tv.adobe.com/v/23514/?quality=9,,,Video,,,,,,,,,,
tv23510,Introducing Page Replication,Experience Manager,Introducing page replication within Experience Manager.,/www/img/thumb/tv23510.png,,https://video.tv.adobe.com/v/23510/?quality=9,,,Video,,,,,,,,,,
tv23508,How to configure page replication,Experience Manager,How to perform page replication from author to publish.,/www/img/thumb/tv23508.png,,https://video.tv.adobe.com/v/23508/?quality=9,,,Video,,,,,,,,,,
tv23505,How to set up an AEM replication agent,Experience Manager,How to set up a replication agent.,/www/img/thumb/tv23505.png,,https://video.tv.adobe.com/v/23505/?quality=9,,,Video,,,,,,,,,,
tv23507,How to monitor replication agents,Experience Manager,How to monitor replication agents.,/www/img/thumb/tv23507.png,,https://video.tv.adobe.com/v/23507/?quality=9,,,Video,,,,,,,,,,
tv23509,Replicating from Publish to Author,Experience Manager,How to perform reverse replication.,/www/img/thumb/tv23509.png,,https://video.tv.adobe.com/v/23509/?quality=9,,,Video,,,,,,,,,,
tv23512,Introducing AEM Launches,Experience Manager,Introducing the use of AEM Launches,/www/img/thumb/tv23512.png,,https://video.tv.adobe.com/v/23512/?quality=9,,,Video,,,,,,,,,,
tv23513,How to Edit AEM Launch,Experience Manager,How to edit and modify content in a AEM launch.,/www/img/thumb/tv23513.png,,https://video.tv.adobe.com/v/23513/?quality=9,,,Video,,,,,,,,,,
tv23506,How to Create an AEM Launch,Experience Manager,How to set up an AEM a AEM launch.,/www/img/thumb/tv23506.png,,https://video.tv.adobe.com/v/23506/?quality=9,,,Video,,,,,,,,,,
tv23511,How to Promote AEM Launches,Experience Manager,How to Promote AEM Launches.,/www/img/thumb/tv23511.png,,https://video.tv.adobe.com/v/23511/?quality=9,,,Video,,,,,,,,,,
ytnHbDVvwRnQw,Audio Consumption Template in Analysis Workspace,Analytics,"This video outlines the Audio Consumption template in Analysis Workspace, which is available out-of-the-box for Audio Analytics. ",/www/img/thumb/nHbDVvwRnQw.png,,https://youtu.be/nHbDVvwRnQw,,,Video,,,,,,,,,,
ytSYaioiwBTrk,Panels in Analysis Workspace,Analytics,"Panels are a collection of visualizations in Analysis Workspace. Blank panel & freeform panel are places to start your analysis, while Attribution IQ and Segment Comparison do a lot of the heavy lifting for more advanced analyses.",/www/img/thumb/SYaioiwBTrk.png,,https://video.tv.adobe.com/v/23388/?quality=9,,,Video,,,,,,,,,,
ytYbhqE_6rIUQ,Custom Color Palettes in Analysis Workspace,Analytics,"You can change the color palette used in Analysis Workspace to better align with your brand, or that of your customers. We offer 5 OOTB palettes, as well as the ability to specify your own unique color string. Colors will affect all categorical visualizations in Analysis Workspace.",/www/img/thumb/YbhqE_6rIUQ.png,,https://youtu.be/YbhqE_6rIUQ,,,Video,,,,,,,,,,
yt4rrnWwzwb38,Drop Zone Guides in Analysis Workspace,Analytics,"No matter your level of experience with Analysis Workspace, Drop Zone Guides aim to provide subtle, contextual guides to help you build analyses more efficiently, with less undo actions.",/www/img/thumb/4rrnWwzwb38.png,,https://video.tv.adobe.com/v/23387/?quality=9,,,Video,,,,,,,,,,
ytvpJywtsFVPI,Drop-Down Filters in Analysis Workspace,Analytics,"The panel drop zone now has drop-down filtering capabilities. Drop-down filters enable analysts & end users to interact with the data through controlled filters. You can create a drop-down filter from any component type, and then switch between items in the drop-down to filter the panel contents.",/www/img/thumb/vpJywtsFVPI.png,,https://youtu.be/vpJywtsFVPI,,,Video,,,,,,,,,,
ytrFH6NLUtOoY,Inspect Implementations with the Adobe Experience Cloud Debugger,Analytics,The Experience Cloud debugger is a tool that allows users to inspect and debug Experience Cloud Tags. This video covers how to use the Experience Cloud Debugger to inspect analytics implementations.,/www/img/thumb/rFH6NLUtOoY.png,,https://youtu.be/rFH6NLUtOoY,,,Video,,,,,,,,,,
ytrxjtC9o4rl0,"Launch, by Adobe - Extension Tutorial",Core Services,"Learn how to create an extension for Launch, by Adobe with Aaron Hardy from the Launch engineering team.",/www/img/thumb/rxjtC9o4rl0.png,,https://youtu.be/rxjtC9o4rl0,,,Video,,,,,,,,,,
yttpGYC4Qy4O8,ATCE - How Auditor Helps you Improve Adobe Implementations,Core Services,"Adobe Cloud Platform Auditor, powered by ObservePoint, is a new product built to help Adobe customers trust that their Adobe solutions are implemented properly, and delivering as much value as possible.",/www/img/thumb/tpGYC4Qy4O8.png,,https://youtu.be/tpGYC4Qy4O8,,,Video,,,,,,,,,,
tv17399,Visual Experience Composer (1 of 2),Target,Overview of the Visual Experience Composer (1 of 2),/www/img/thumb/17399.jpg,,https://video.tv.adobe.com/v/17399/?quality=9,,,Video,,,,,,,,,,
tv17401,Visual Experience Composer (2 of 2),Target,Overview of Visual Experience Composer in Adobe Target (2/2),/www/img/thumb/17401.jpg,,https://video.tv.adobe.com/v/17401/?quality=9,,,Video,,,,,,,,,,
tv17395,Multivariate Tests,Target,Overview of Multivariate Tests in Target,/www/img/thumb/17395.jpg,,https://video.tv.adobe.com/v/17395/?quality=9,,,Video,,,,,,,,,,
tv22418,From A/B Testing to Experience Targeting,Target,Why and how to build Experience Targeting activities in Adobe Target,/www/img/thumb/22418.jpg,,https://video.tv.adobe.com/v/22418/?quality=9,,,Video,,,,,,,,,,
tv17398,Using Audiences,Target,Using Audiences in Adobe Target,/www/img/thumb/17398.jpg,,https://video.tv.adobe.com/v/17398/?quality=9,,,Video,,,,,,,,,,
tv17391,Creating A/B Tests,Target,How to create AB Tests in Target,/www/img/thumb/17391.jpg,,https://video.tv.adobe.com/v/17391/?quality=9,,,Video,,,,,,,,,,
lu16,Confidence Calculator,Target,Download this Excel file to calculate the confidence level for your Target activity.,/www/img/thumb/at-confidence-calculator.png,,https://marketing.adobe.com/resources/help/en_US/target/target/complete_confidence_calculator.xlsx,,,Reference,,,,,,,,,,
ytfSqTkddqmE0,Automate Personalization at Scale with Adobe Sensei in Adobe Target,Target,Learn about the Adobe Sensei platform with AI powering four key applications in Adobe Target,/www/img/thumb/fSqTkddqmE0.png,,https://youtu.be/fSqTkddqmE0,,,Video,,,,,,,,,,
ytjcWuNi39SD0,Adobe I/O In Action: Adobe Target & IoT,Target,Integration of Adobe Target offers with Amazon's Alexa.,/www/img/thumb/jcWuNi39SD0.png,,https://youtu.be/jcWuNi39SD0,,,Video,,,,,,,,,,
lu19,System Status Portal,Target,View system status and upcoming scheduled maintenance for Adobe Target.,/www/img/thumb/system-status.png,,https://status.adobe.com/products/1178,,,Reference,,,,,,,,,,
matargetrntarget_release_notes,Target Release Notes,Target,"These release notes provide information about features, enhancements, fixes, and known issues for the latest or upcoming Target releases.",/www/img/thumb/at-release-notes.png,,https://marketing.adobe.com/resources/help/en_US/target/rn/target_release_notes.html,,,Reference,,,,,,,,,,
hxsupporttarget,Adobe Target Learn and Support,Target,"Help, documentation and community for Adobe Target.",/www/img/thumb/at-help-support.png,,https://helpx.adobe.com/support/target.html,,,Reference,,,,,,,,,,
yt94esg1EcSIQ,AEM Sites: Personalize Experiences at Scale,Experience Manager,"How do you deliver engaging content to all channels? Powered by Adobe Sensei, AEM 6.4 automates the creation, management and delivery of personalized content.",/www/img/thumb/94esg1EcSIQ.png,,https://youtu.be/94esg1EcSIQ,,,Video,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingsegmentation,Configuring Segmentation with ContextHub,Experience Manager,Learn how to configure segmentation with Context Hub.,/www/img/thumb/aem-be-1-1.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/segmentation.html,,,Reference,,,,,,,,,,
tv18897,Using Social Media Sharing in AEM Sites,Experience Manager,Explore setting up and using the Social Media Sharing component.,/www/img/thumb/18897.jpg,,https://video.tv.adobe.com/v/18897/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingauthorenvironmenttools,Authoring - the Environment and Tools,Experience Manager,The authoring environment of AEM provides various mechanisms for organizing and editing your content,/www/img/thumb/author-pages.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/author-environment-tools.html,,,Reference,,,,,,,,,,
hxexperiencemanager64assetsusingmanagingassetstouchui,Managing Assets with the Touch-Optimized UI,Experience Manager,"Learn how to upload, manage, and edit assets using the touch-optimized user interface.",/www/img/thumb/assets-ui.png,,https://helpx.adobe.com/experience-manager/6-5/assets/using/managing-assets-touch-ui.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingstylesystem,Style System,Experience Manager,"The Style System allows a template author to define style classes in the content policy of a component so that a content author is able to select them when editing the component on a page. These styles can be alternative visual variations of a component, making it more flexible.",/www/img/thumb/aem-be-1-5.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/style-system.html,,,Reference,,,,,,,,,,
tv21289,Using Building Blocks with AEM Experience Fragments,Experience Manager,"AEM 6.4 Experience Fragments introduces a new ability that lets content authors to create a building block consisting of components, that lets authors re-use content across different variations and across different templates. ",/www/img/thumb/21289.jpg,,https://video.tv.adobe.com/v/21289/?quality=9,,,Video,,,,,,,,,,
tv18342,Understanding Publication Management with AEM Sites,Experience Manager,AEM Sites provides several options for publishing and unpublishing content. This video covers a comparison of manage publication vs tree activation and some of the key points.,/www/img/thumb/18342.jpg,,https://video.tv.adobe.com/v/18342/?quality=9,,,Video,,,,,,,,,,
tv18614,Using the Responsive Grid,Experience Manager,Learn how to use responsive in Adobe Experience Manager.,/www/img/thumb/18614.jpg,,https://video.tv.adobe.com/v/18614/?quality=9,,,Video,,,,,,,,,,
tv19295,Understanding Responsive Layout with AEM Sites,Experience Manager,Covers the steps to author responsive layout for different devices,/www/img/thumb/19295.jpg,,https://video.tv.adobe.com/v/19295/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingbasichandling,Basic Handling,Experience Manager,Get comfortable with navigating AEM and its basic usage,/www/img/thumb/aem-navigation.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/basic-handling.html,,,Reference,,,,,,,,,,
tv21750,Using the Style System with AEM Sites,Experience Manager,"AEM's Style System allows visual variations of components without back-end development, allowing better re-use of AEM components, and more versatile and efficient content authoring. The Style System, when used in conjunction with AEM's Core Components, template editor, and responsive layout, offers powerful capabilities to quickly compose rich experiences.",/www/img/thumb/21750.jpg,,https://video.tv.adobe.com/v/21750/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingpublishingpages,Publishing Pages,Experience Manager,Learn how to make a page available on your public website.,/www/img/thumb/publish.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/publishing-pages.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingexperiencefragments,Experience Fragments,Experience Manager,An Experience Fragment is a group of one or more components including content and layout that can be referenced within pages. They can contain any component.,/www/img/thumb/aem-be-1-18.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/experience-fragments.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingtags,Using Tags,Experience Manager,Tags are a quick and easy method of classifying content within a website,/www/img/thumb/aem-be-1-14.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/tags.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusinglaunches,Launches,Experience Manager,"Launches enable you to efficiently develop content for a future release. They allow you to make changes ready for future publication, while maintaining your current pages",/www/img/thumb/aem-be-1-10.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/launches.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingdefaultcomponents,Components,Experience Manager,AEM comes with a variety of out-of-the-box components that provide comprehensive functionality for website authors,/www/img/thumb/author-pages2.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/default-components.html,,,Reference,,,,,,,,,,
hxexperiencemanagerktsitesusingcontentfragmentsfeaturevideouse,Using Content Fragments in AEM,Experience Manager,Content Fragments are a content abstraction in AEM that allows text-based content to be authored and managed independently of the channels it supports. ,/www/img/thumb/aem-be-1-7.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/content-fragments-feature-video-use.html,,,Reference,,,,,,,,,,
hxexperiencemanagerktsitesusingstructuredfragmentscontentservicesfeaturevideouse,Using Content Fragments and Content Services in AEM,Experience Manager,Adobe Experience Manager stores content in a media-neutral way and provide simple ways to get the content exposed beyond the usage within AEM. AEM 6.3 Feature Pack for Content Services provides a set of capabilities to simply expose the content within AEM via API endpoints to other channels in JSON format.,/www/img/thumb/aem-be-1-9.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/structured-fragments-content-services-feature-video-use.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingpageauthoring,Authoring Pages,Experience Manager,The tasks involved when authoring a content page,/www/img/thumb/sites-navigation.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/page-authoring.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingsearch,Search,Experience Manager,Find your content faster with comprehensive search,/www/img/thumb/aem-be-1-13.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/search.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingannotations,Annotations when Editing a Page,Experience Manager,Many components directly related to content allow you to add an annotation.,/www/img/thumb/annotation.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/annotations.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingcontentinsights,Content Insight,Experience Manager,Content Insight provides information about page performance using web analytics and SEO recommendation.,/www/img/thumb/chlimage_1.png,,https://helpx.adobe.com/experience-manager/6-5/sites/authoring/using/content-insights.html,,,Reference,,,,,,,,,,
hxexperiencemanager64assetsusingcontentfragments,Working with Content Fragments,Experience Manager,"Learn how Content Fragments allow you to design, create, curate and use page-independent content.",/www/img/thumb/cfragment.png,,https://helpx.adobe.com/experience-manager/6-5/assets/using/content-fragments.html,,,Reference,,,,,,,,,,
tv17455,Using Template Editor with AEM Sites,Experience Manager,Learn how to create a page using editable templates in AEM.,/www/img/thumb/17455.jpg,,https://video.tv.adobe.com/v/17455/?quality=9,,,Video,,,,,,,,,,
ytkEbWxOeHNL8,In-Product Analysis Workspace Tips,Analytics,"Workspace Tips provide a quick learning directly in Analysis Workspace, with links to related videos so you can see each tip in action. (1:23)",/www/img/thumb/kEbWxOeHNL8.png,,https://video.tv.adobe.com/v/23135/?quality=9,,,Video,,,,,,,,,,
ytbwwo8v_TC1E,Copy + Insert in Analysis Workspace,Analytics,"Copy + Insert lets you copy visualizations from one panel or project to another, and copy panels across projects as well. Use this functionality to organize your analyses into logical data stories & projects, or get a headstart by copying from templates. (3:53)",/www/img/thumb/bwwo8v_TC1E.png,,https://video.tv.adobe.com/v/23230/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingsegmentationCreatingaNewSegment,Configuring Segments with ContextHub,Experience Manager,Learn how to configure segmentation with Context Hub.,/www/img/thumb/aem-be-creating-segments.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/segmentation.html#CreatingaNewSegment,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingtranslation,Translating Content for Multilingual Sites,Experience Manager,Learn how to translate content for multilingual sites.,/www/img/thumb/aem-translate-ml-sites.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/translation.html,,,Reference,,,,,,,,,,
tv21309,Translation Enhancements in AEM,Experience Manager,AEM's robust translation framework allows AEM content to be seamlessly translated by supported Translation vendors.,/www/img/thumb/21309.jpg,,https://helpx.adobe.com/experience-manager/kt/sites/using/translation-enhancements-feature-video-use.html,,,Video,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingmsm,Reusing Content: Multi Site Manager and Live Copy,Experience Manager,Learn about reusing content with Live Copies and the Multi Site Manager.,/www/img/thumb/aem-be-msm2.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/msm.html,,,Reference,,,,,,,,,,
hxexperiencemanagerktsitesusingmultisitemanagerfeaturevideouse,Introducing Multi Site Manager Touch UI Interfaces,Experience Manager,"AEM 6.3 introduces Live Copy Overview and Blueprint Configuration Manager interfaces that are Touch UI Enabled for working with Multi Site Manager. These interfaces replace Classic UI interfaces, bringing MSM feature parity to the Touch UI.",/www/img/thumb/aem-be-msm.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/multi-site-manager-feature-video-use.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingsegmentationSegmentEditor,Editing Segments with ContextHub,Experience Manager,Learn how to configure segmentation with Context Hub.,/www/img/thumb/aem-be-segment-editor.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/segmentation.html#SegmentEditor,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesadministeringusingmsmbestpractices,MSM Best Practices,Experience Manager,Find best practices compiled by Adobe engineering and consulting teams to help get up and running with the AEM Multi Site Manager.,/www/img/thumb/aem-be-msm.png,,https://helpx.adobe.com/experience-manager/6-5/sites/administering/using/msm-best-practices.html,,,Reference,,,,,,,,,,
ytPsvfjjOOz5M,Live Copy in MSM,Experience Manager,"In this video, you will learn about live copy in MSM.",/www/img/thumb/PsvfjjOOz5M.png,,https://youtu.be/PsvfjjOOz5M,,,Video,,,,,,,,,,
hxexperiencemanagerktsitesusingspaeditorframeworkfeaturevideouse,Using the SPA Editor framework with AEM Sites,Experience Manager,"AEM's Single Page Application editor framework provides authors the ability to edit content for a Single Page Application or SPA. Developers using the framework create a SPA and then map areas of the SPA to AEM components, allowing authors to use familiar AEM Sites editing tools. The below videos shows authoring content for a SPA built using the React JS framework in AEM.",/www/img/thumb/aem-be-spa.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/spa-editor-framework-feature-video-use.html,,,Reference,,,,,,,,,,
tv21532,AEM 6.3 Ready for the World - Translation Integration & Best Practices,Experience Manager,"In this session, we will present AEM 6.3 capabilities and best practices for managing multilingual web sites. You will learn how to structure global websites in AEM, how to use language copies, live copies and MSM, and how to integrate translation service providers for successful completion of translation projects. ",/www/img/thumb/21532.jpg,,https://video.tv.adobe.com/v/21532/?quality=9,,,Video,,,,,,,,,,
hxexperiencemanager64sitesauthoringusingemailmarketing,E-mail Marketing,Experience Manager,"In AEM you can create newsletters from existing AEM content as well as add new content, specific to the newsletters",/www/img/thumb/aem-be-newsletter.png,,https://helpx.adobe.com/experience-manager/6-4/sites/authoring/using/email-marketing.html,,,Reference,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart1,Getting Started with AEM Sites Part 1 - Project Setup,Experience Manager,Covers the creation of a Maven Multi Module Project to manage the code and configurations for an AEM Site.,/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part1.html,,,Tutorial,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart3,Getting Started with AEM Sites Part 3 - Client-Side Libraries and Responsive Grid,Experience Manager,Covers creation of AEM Client-Side Libraries or clientlibs to deploy and manage CSS and Javascript for an AEM Sites implementation. Integration with AEM's responsive grid and mobile emulator.,/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part3.html,,,Tutorial,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart4,Getting Started with AEM Sites Part 4 - Developing with the Style System,Experience Manager,Covers using the Style System to extend Core Components with brand-specific CSS and advanced policy configurations of the Template Editor. Content Fragments are also integrated to create long form article text.,/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part4.html,,,Tutorial,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart2,Getting Started with AEM Sites Part 2 - Creating a Base Page and Template,Experience Manager,"Covers the creation of a base page and an editable template. Core Components are proxied into the project. Core Components of Text, Image, and Title are used to author an initial page.",/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part2.html,,,Tutorial,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart5,Getting Started with AEM Sites Part 5 - Navigation,Experience Manager,"Covers dynamic navigation driven by the content hierarchy and including the Quick Search component in the Header. Composite Components and policy sharing between multiple templates are included. Basics of HTL templating language, and dialogs are also used.",/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part5.html,,,Tutorial,,,,,,,,,,
hxexperiencemanagerktsitesusinggettingstartedwkndtutorialdeveloppart6,Getting Started with AEM Sites Part 6 - Sling Models and Card Component,Experience Manager,"Covers the end to end creation of a custom card component that displays a teaser image, title, and description backed by an article page. Includes developing a Sling Model to encapsulate business logic to dynamically populate the card component and corresponding HTL to render the component. Also includes the creation of a design dialog to integrate the Style System in a custom component.",/www/img/thumb/aem-wknd-tutorial.png,,https://helpx.adobe.com/experience-manager/kt/sites/using/getting-started-wknd-tutorial-develop/part6.html,,,Tutorial,,,,,,,,,,
lu20,Adobe Target for Developers : Server Side Personalization,Target,Dive into step-by-step Adobe Target Implementation guidance on Server-side Implementation.,/www/img/thumb/target-placeholder.png,,https://github.com/adobe-target/serverside/wiki/A0.-Introduction,,,Reference,,,,,,,,,,
lu22,Achieve Organizational Success: Best Practices in Reporting and Value Socialization,Target,Follow along to this in-depth overview of actionable steps to help you show the value of your testing & analysis efforts across organizational stakeholders.,/www/img/thumb/at-reporting-value-socialization-webinar.png,,https://adobecustomersuccess.adobeconnect.com/p2fesx2k3wx0/?launcher=false&fcsContent=true&pbMode=normal,,,Reference,,,,,,,,,,
lu21,A4T: Analytics & Target,Target,Check out the why and how behind integrating Adobe Target with Adobe Analytics.,/www/img/thumb/target-placeholder.png,,http://adobe.ly/a4t,,,Reference,,,,,,,,,,
lu24,Target Premium User Permissions & Administrator First Steps,Target,Leverage the User Permissions framework to streamline your organization's workflow. (Target Premium).,/www/img/thumb/at-goal.png,,https://forums.adobe.com/message/9811663#9811663,,,Reference,,,,,,,,,,
lu25,Which Activity to Use?,Target,Click through this interactive guide to understand which Target Activity type would best meet your specific goals.,/www/img/thumb/at-activities-guide.png,,https://marketing.adobe.com/resources/help/en_US/target/activities_guide_82817.pdf,,,Reference,,,,,,,,,,
ytyC4auU_K1gE,Swisscom offers customers tailor-made experiences,Target,Learn how leading telecommunications company seamlessly offers its customer the right online and offline experiences using Adobe Experience Cloud.,/www/img/thumb/yC4auU_K1gE.png,,https://youtu.be/yC4auU_K1gE,,,Video,,,,,,,,,,
hxexperiencemanager64sitesdeployingusingdeployWhatisAEM,Deploying and Maintaining,Experience Manager,Learn how to get started with the AEM installation.,/www/img/thumb/basic-principles-aem.png,,https://helpx.adobe.com/experience-manager/6-5/sites/deploying/using/deploy.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdeployingusingrecommendeddeploys,Recommended Deployments,Experience Manager,This article describes the recommended topologies for AEM.,/www/img/thumb/4.png,,https://helpx.adobe.com/experience-manager/6-5/sites/deploying/using/recommended-deploys.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdevelopingusingspaoverview,SPA Editor Overview,Experience Manager,This article gives a comprehensive overview of the SPA Editor and how it works included detailed workflows of interaction of the SPA Editor within AEM.,/www/img/thumb/AdobeStock_48109316.jpg,,https://helpx.adobe.com/experience-manager/6-5/sites/developing/using/spa-overview.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdevelopingusingcontentarchitecture,Content Architecture,Experience Manager,Tips for architecting your content (hint: everything is content),/www/img/thumb/AdobeStock_102146797.jpg,,https://helpx.adobe.com/experience-manager/6-5/sites/developing/using/content-architecture.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdeployingusingusingcrx2oak,Using the CRX2Oak Migration Tool,Experience Manager,Learn how to use the CRX2Oak migration tool.,/www/img/thumb/aem-crx2oak.png,,https://helpx.adobe.com/experience-manager/6-5/sites/deploying/using/using-crx2oak.html,,,Reference,,,,,,,,,,
hxexperiencemanager63sitesdevelopingusingcontentarchitecture,Content Architecture,Experience Manager,Tips for architecting your content (hint: everything is content),/www/img/thumb/aem-placeholder.png,,https://helpx.adobe.com/experience-manager/6-3/sites/developing/using/content-architecture.html,,,Reference,,,,,,,,,,
hxexperiencemanagerkboptimizingaemsitecaches,Optimizing AEM Site Caches,Experience Manager,,/www/img/thumb/aem-placeholder.png,,https://helpx.adobe.com/experience-manager/kb/optimizing-aem-site-caches.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdeployingusingtechnicalrequirements,Technical Requirements,Experience Manager,A list of the supported client and server platforms for AEM.,/www/img/thumb/AdobeStock_127311944.jpg,,https://helpx.adobe.com/experience-manager/6-5/sites/deploying/using/technical-requirements.html,,,Reference,,,,,,,,,,
hxexperiencemanager64managingusinghardwaresizingguidelines,Hardware Sizing Guidelines,Experience Manager,These sizing guidelines offer an approximation of the hardware resources required to deploy an AEM project.,/www/img/thumb/AdobeStock_87909563.jpg,,https://helpx.adobe.com/experience-manager/6-5/managing/using/hardware-sizing-guidelines.html,,,Reference,,,,,,,,,,
hxexperiencemanagercloudmanagerusingintroductiontocloudmanager,Introduction to Cloud Manager,Experience Manager,This page serves as a starting point for learning about Cloud Manager. The section highlights the benefits and the key features of Cloud Manager. ,/www/img/thumb/229878533.png,,https://helpx.adobe.com/experience-manager/cloud-manager/using/introduction-to-cloud-manager.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdevelopingusingsoftwarearchitecture,Software Architecture,Experience Manager,Best practices for architecting your software.,/www/img/thumb/AdobeStock_109243977.jpg,,https://helpx.adobe.com/experience-manager/6-5/sites/developing/using/software-architecture.html,,,Reference,,,,,,,,,,
hxexperiencemanager64sitesdeployingusingtarmkcoldstandby,How to Run AEM with TarMK Cold Standby,Experience Manager,"Learn how to create, configure and maintain a TarMK Cold Standby setup.",/www/img/thumb/1.png,,https://helpx.adobe.com/experience-manager/6-5/sites/deploying/using/tarmk-cold-standby.html,,,Reference,,,,,,,,,,
